,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
334,,,Cerkwica,87,,Cerkwica,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,Cewice,82,,Cewice,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,Chałupki,83,,Chałupki,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,Chełm,75,,Chełm,68043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,Chełm Śląski,83,,Chełm Śląski,5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,Chełmek,77,,Chełmek,9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,Chełmiec,77,,Chełmiec,2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,Chełmno,73,,Chełmno,20576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,Chełmża,73,,Chełmża,15403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,Chlewiska,78,,Chlewiska,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,Chmielnik,80,,Chmielnik,3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,Chmielnik,84,,Chmielnik,3926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,Chmielno,82,,Chmielno,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,Chmielowice,79,,Chmielowice,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,Choceń,73,,Choceń,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,Chocianów,72,,Chocianów,8187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,Chociwel,87,,Chociwel,3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,Chocz,86,,Chocz,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,Choczewo,82,,Choczewo,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,Chocznia,77,,Chocznia,5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,Chodecz,73,,Chodecz,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,Chodel,75,,Chodel,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,Chodzież,86,,Chodzież,19776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,Chodów,86,,Chodów,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,Chojna,87,,Chojna,7398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,Chojnice,82,,Chojnice,39407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,Chojno,86,,Chojno,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,Chojnów,72,,Chojnów,14209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,Cholerzyn,77,,Cholerzyn,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,Cholewiana Góra,80,,Cholewiana Góra,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,Chorkówka,80,,Chorkówka,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,Choroszcz,81,,Choroszcz,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,Choroń,83,,Choroń,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,Chorzele,78,,Chorzele,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,Chorzów,83,,Chorzów,113430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
