,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
162716,,,Sládkovičovo,07,,Sládkovičovo,6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162715,,,Smolenice,07,,Smolenice,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162652,,,Snina,05,,Snina,22221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162651,,,Sobrance,03,,Sobrance,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162650,,,Spišská Belá,05,,Spišská Belá,6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162649,,,Spišská Nová Ves,03,,Spišská Nová Ves,39195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162648,,,Spišské Podhradie,05,,Spišské Podhradie,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162714,,,Stará Turá,06,,Stará Turá,10291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162647,,,Stará Ľubovňa,05,,Stará Ľubovňa,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162646,,,Starý Smokovec,05,,Starý Smokovec,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162643,,,Stropkov,05,,Stropkov,10874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162713,,,Stráža,08,,Stráža,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162645,,,Strážske,03,,Strážske,4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162712,,,Stupava,02,,Stupava,8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162642,,,Svidník,05,,Svidník,12428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162641,,,Svit,05,,Svit,7445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162706,,,Svodín,04,,Svodín,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162709,,,Svätý Anton,01,,Svätý Anton,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162708,,,Svätý Jur,02,,Svätý Jur,4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162707,,,Svätý Kríž,08,,Svätý Kríž,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
